Op	replicadmstimestamp	invoiceid	itemid	category	price	quantity	orderdate	destinationstate	shippingtype	referral
I	2025-03-29 18:06:59.586269	78766	75	school	57.95	4	2022-10-23	TX	Standard	play
I	2025-03-29 18:06:59.586272	66322	53	degree	52.14	1	2023-03-21	CT	3-Day	management
I	2025-03-29 18:06:59.586276	61746	79	bit	92.89	4	2023-07-01	PW	Standard	play
I	2025-03-29 18:06:59.586279	37509	36	market	50.36	4	2022-04-12	PW	2-Day	management
I	2025-03-29 18:06:59.586283	88490	17	bit	43.39	2	2022-02-09	TX	Standard	search
I	2025-03-29 18:06:59.586287	68602	63	marketing	68.67	4	2023-06-03	CT	Standard	book
I	2025-03-29 18:06:59.586290	25394	39	school	64.74	2	2022-07-03	CA	Standard	book
I	2025-03-29 18:06:59.586294	15677	53	degree	86.35	4	2022-04-07	SC	2-Day	play
I	2025-03-29 18:06:59.586297	70984	68	school	26.44	1	2022-11-12	SC	3-Day	trouble
I	2025-03-29 18:06:59.586301	24447	59	degree	89.83	2	2024-01-31	CA	Overnight	search
I	2025-03-29 18:06:59.586305	81364	99	bit	30.08	5	2022-03-03	PW	Overnight	others
I	2025-03-29 18:06:59.586308	46802	96	school	28.61	1	2021-08-27	CA	Standard	management
I	2025-03-29 18:06:59.586312	46933	14	school	59.85	2	2022-03-02	NY	2-Day	search
I	2025-03-29 18:06:59.586315	86479	93	market	65.59	3	2023-03-23	FL	2-Day	book
I	2025-03-29 18:06:59.586319	61693	96	marketing	81.44	5	2021-04-26	CA	Standard	trouble
I	2025-03-29 18:06:59.586322	46890	63	marketing	66.04	4	2021-08-15	CA	2-Day	search
I	2025-03-29 18:06:59.586326	66099	52	language	12.78	1	2024-08-05	NY	Overnight	management
I	2025-03-29 18:06:59.586330	27567	51	marketing	10.25	4	2023-05-21	TX	3-Day	search
I	2025-03-29 18:06:59.586333	24472	49	bit	40.69	4	2021-12-10	CT	3-Day	others
I	2025-03-29 18:06:59.586337	47522	99	degree	82.81	5	2021-09-06	VI	Standard	others
I	2025-03-29 18:06:59.586341	60591	16	degree	45.1	1	2021-04-24	NY	Standard	trouble
I	2025-03-29 18:06:59.586344	74094	99	marketing	45.09	1	2024-05-06	PW	Overnight	book
I	2025-03-29 18:06:59.586348	79154	90	school	71.49	2	2022-04-21	CT	2-Day	book
I	2025-03-29 18:06:59.586352	95445	98	bit	46.78	4	2024-11-16	FL	Standard	trouble
I	2025-03-29 18:06:59.586355	47603	10	degree	54.53	4	2022-11-24	SC	Overnight	search
I	2025-03-29 18:06:59.586359	92956	17	market	17.9	4	2024-03-13	SC	Overnight	management
I	2025-03-29 18:06:59.586363	54600	54	market	34.23	3	2024-06-04	PW	Overnight	play
I	2025-03-29 18:06:59.586366	83275	88	language	98.04	3	2021-03-08	SC	3-Day	play
I	2025-03-29 18:06:59.586370	62297	66	bit	26.32	3	2024-12-15	PW	Standard	book
I	2025-03-29 18:06:59.586374	88329	12	market	44.7	4	2023-02-17	PW	3-Day	play
I	2025-03-29 18:06:59.586378	62659	97	school	91.79	5	2023-07-12	TX	Overnight	play
I	2025-03-29 18:06:59.586382	60743	59	bit	67.02	4	2023-06-15	PW	Standard	search
