Op	replicadmstimestamp	invoiceid	itemid	category	price	quantity	orderdate	destinationstate	shippingtype	referral
I	2025-03-29 18:06:59.587709	65732	11	school	31.15	3	2022-08-21	CA	3-Day	management
I	2025-03-29 18:06:59.587713	96520	68	degree	48.59	4	2024-11-15	CT	2-Day	trouble
I	2025-03-29 18:06:59.587716	22012	24	marketing	88.19	4	2022-06-21	NY	Overnight	search
I	2025-03-29 18:06:59.587720	43214	79	market	81.92	3	2024-10-01	FL	Standard	management
I	2025-03-29 18:06:59.587724	17322	21	market	74.54	2	2021-10-09	SC	3-Day	trouble
I	2025-03-29 18:06:59.587727	89480	54	bit	99.66	3	2023-06-05	SC	Overnight	trouble
I	2025-03-29 18:06:59.587731	66395	10	degree	53.59	2	2023-03-07	FL	Overnight	search
I	2025-03-29 18:06:59.587735	15539	19	marketing	93.81	2	2024-04-16	PW	Overnight	play
I	2025-03-29 18:06:59.587739	45702	86	language	44.7	3	2023-03-20	PW	3-Day	trouble
I	2025-03-29 18:06:59.587742	79230	62	language	26.8	4	2024-04-18	SC	3-Day	play
I	2025-03-29 18:06:59.587746	57007	80	degree	63.85	1	2023-06-14	NY	2-Day	trouble
I	2025-03-29 18:06:59.587750	48478	92	bit	60.83	2	2021-04-10	CT	Standard	book
I	2025-03-29 18:06:59.587754	57573	11	degree	23.46	4	2023-10-19	CT	Standard	search
I	2025-03-29 18:06:59.587758	15494	57	bit	95.87	5	2022-06-10	FL	2-Day	others
I	2025-03-29 18:06:59.587762	35246	96	market	27.6	4	2022-07-12	NY	Overnight	book
I	2025-03-29 18:06:59.587765	43710	45	language	85.47	2	2021-03-11	CT	Overnight	book
I	2025-03-29 18:06:59.587769	55746	40	language	71.9	4	2021-07-28	FL	2-Day	book
I	2025-03-29 18:06:59.587773	15395	58	language	30.19	4	2022-04-13	CA	Overnight	others
I	2025-03-29 18:06:59.587776	51241	48	bit	25.9	2	2024-04-27	SC	Standard	trouble
I	2025-03-29 18:06:59.587780	11142	51	school	46.56	3	2022-06-01	VI	2-Day	others
I	2025-03-29 18:06:59.587783	90681	26	bit	15.56	4	2021-02-24	FL	2-Day	search
I	2025-03-29 18:06:59.587787	50181	56	bit	28.1	4	2023-01-17	SC	Overnight	management
I	2025-03-29 18:06:59.587791	17123	86	school	34.44	5	2024-12-08	CA	Standard	management
I	2025-03-29 18:06:59.587794	75133	90	language	11.17	2	2024-07-12	TX	3-Day	play
I	2025-03-29 18:06:59.587798	41868	97	marketing	88.98	3	2024-06-16	TX	3-Day	others
I	2025-03-29 18:06:59.587801	30998	97	bit	74.01	3	2022-08-15	FL	2-Day	others
I	2025-03-29 18:06:59.587805	55569	41	marketing	10.44	2	2024-05-19	CA	Overnight	management
I	2025-03-29 18:06:59.587809	25982	59	bit	76.34	3	2023-01-13	SC	3-Day	search
I	2025-03-29 18:06:59.587813	81455	57	bit	25.21	2	2021-10-11	CT	3-Day	play
I	2025-03-29 18:06:59.587816	97935	66	language	32.37	5	2021-02-25	CT	Overnight	management
I	2025-03-29 18:06:59.587820	80378	84	bit	62.3	3	2022-10-13	CA	Overnight	search
I	2025-03-29 18:06:59.587824	84001	90	bit	40.24	3	2021-11-26	TX	Overnight	play
I	2025-03-29 18:06:59.587827	28336	91	degree	41.03	5	2023-03-10	FL	2-Day	play
I	2025-03-29 18:06:59.587831	93990	18	bit	46.55	4	2023-10-10	TX	2-Day	search
I	2025-03-29 18:06:59.587834	54158	48	degree	10.78	1	2024-11-18	CT	2-Day	search
I	2025-03-29 18:06:59.587838	21474	71	marketing	67.31	2	2022-05-10	PW	2-Day	search
I	2025-03-29 18:06:59.587842	97476	26	degree	98.96	5	2021-07-12	NY	3-Day	management
I	2025-03-29 18:06:59.587845	48440	79	marketing	26.07	3	2024-05-28	PW	Overnight	play
I	2025-03-29 18:06:59.587849	45752	94	language	53.33	1	2022-03-14	SC	3-Day	others
I	2025-03-29 18:06:59.587853	46630	51	bit	90.92	3	2023-12-05	VI	3-Day	management
I	2025-03-29 18:06:59.587856	76572	15	market	17.24	2	2024-06-05	FL	Overnight	play
I	2025-03-29 18:06:59.587860	95923	15	school	67.72	5	2022-02-04	CA	2-Day	others
I	2025-03-29 18:06:59.587864	39549	85	language	92.65	1	2021-04-21	FL	3-Day	search
I	2025-03-29 18:06:59.587867	83539	89	school	45.29	4	2021-09-04	PW	Standard	play
I	2025-03-29 18:06:59.587871	74578	72	bit	97.28	5	2023-04-14	VI	Standard	management
I	2025-03-29 18:06:59.587874	81585	98	market	96.53	2	2022-02-19	CT	Overnight	management
I	2025-03-29 18:06:59.587878	36115	85	market	54.57	5	2023-11-18	TX	Standard	trouble
I	2025-03-29 18:06:59.587882	14873	15	degree	95.16	1	2023-08-06	FL	Overnight	book
I	2025-03-29 18:06:59.587885	91321	21	market	78.29	3	2022-01-08	CT	Standard	management
I	2025-03-29 18:06:59.587889	44539	34	school	89.25	1	2024-12-07	FL	3-Day	play
I	2025-03-29 18:06:59.587893	89032	10	school	74.2	2	2022-07-22	NY	2-Day	management
I	2025-03-29 18:06:59.587897	33243	28	language	40.8	1	2024-07-28	VI	3-Day	trouble
I	2025-03-29 18:06:59.587900	23423	48	school	62.87	4	2022-02-28	CA	3-Day	search
I	2025-03-29 18:06:59.587904	84578	96	school	79.39	4	2023-08-06	CT	3-Day	management
I	2025-03-29 18:06:59.587908	12459	66	degree	98.46	3	2023-01-08	NY	2-Day	search
I	2025-03-29 18:06:59.587911	41824	52	market	53.04	1	2024-07-16	NY	Overnight	others
I	2025-03-29 18:06:59.587915	71925	83	bit	12.7	3	2023-01-24	NY	Standard	search
I	2025-03-29 18:06:59.587919	22712	80	school	68.57	4	2022-11-08	NY	3-Day	others
I	2025-03-29 18:06:59.587923	11047	53	school	42.34	2	2023-12-29	PW	Standard	search
I	2025-03-29 18:06:59.587926	36171	42	school	32.76	2	2024-11-05	PW	3-Day	trouble
I	2025-03-29 18:06:59.587930	29993	41	marketing	34.74	2	2022-03-22	FL	2-Day	search
I	2025-03-29 18:06:59.587934	59714	67	degree	68.07	1	2022-05-07	VI	Overnight	play
I	2025-03-29 18:06:59.587937	27267	77	marketing	87.78	1	2022-06-12	SC	Standard	book
I	2025-03-29 18:06:59.587941	41252	29	bit	49.62	2	2024-02-19	SC	2-Day	others
I	2025-03-29 18:06:59.587945	87080	51	degree	10.63	3	2022-10-30	SC	3-Day	others
I	2025-03-29 18:06:59.587949	34905	32	school	37.92	2	2023-06-12	CT	Standard	book
I	2025-03-29 18:06:59.587952	28923	88	marketing	88.89	4	2022-04-07	FL	3-Day	trouble
I	2025-03-29 18:06:59.587956	86242	58	language	66.75	5	2022-03-27	VI	Standard	play
I	2025-03-29 18:06:59.587960	97548	10	school	77.5	5	2023-04-10	VI	Overnight	management
I	2025-03-29 18:06:59.587963	12430	97	marketing	42.74	2	2023-02-28	FL	3-Day	book
I	2025-03-29 18:06:59.587967	51899	88	market	47.33	2	2022-03-31	FL	3-Day	others
I	2025-03-29 18:06:59.587971	62904	18	language	85.43	5	2021-09-23	FL	3-Day	play
I	2025-03-29 18:06:59.587974	81671	42	bit	10.24	5	2024-03-30	SC	2-Day	search
I	2025-03-29 18:06:59.587978	62696	33	market	33.86	1	2022-09-08	CA	3-Day	others
