Op	replicadmstimestamp	invoiceid	itemid	category	price	quantity	orderdate	destinationstate	shippingtype	referral
I	2025-03-29 18:06:59.593877	72044	82	school	87.06	2	2022-10-31	SC	2-Day	management
I	2025-03-29 18:06:59.593880	63453	91	market	28.07	3	2023-12-28	TX	Overnight	trouble
I	2025-03-29 18:06:59.593884	64352	61	degree	72.04	1	2022-04-27	TX	3-Day	book
I	2025-03-29 18:06:59.593888	67410	22	school	31.68	5	2024-01-28	PW	2-Day	book
I	2025-03-29 18:06:59.593892	49558	83	degree	89.81	3	2024-05-06	VI	Overnight	book
I	2025-03-29 18:06:59.593896	17785	17	marketing	62.64	1	2022-01-04	FL	3-Day	management
I	2025-03-29 18:06:59.593900	37267	40	language	41.63	3	2022-04-21	CT	3-Day	search
I	2025-03-29 18:06:59.593903	71294	94	school	62.33	1	2022-03-31	PW	Standard	trouble
I	2025-03-29 18:06:59.593907	70493	80	bit	67.3	2	2024-04-15	SC	Overnight	others
I	2025-03-29 18:06:59.593911	68292	67	school	71.6	3	2021-03-28	CT	3-Day	others
I	2025-03-29 18:06:59.593914	70117	28	degree	76.77	5	2022-12-15	PW	2-Day	book
I	2025-03-29 18:06:59.593918	39435	20	degree	17.83	3	2024-06-24	VI	3-Day	management
I	2025-03-29 18:06:59.593922	70280	52	bit	31.91	2	2022-01-08	TX	Standard	trouble
I	2025-03-29 18:06:59.593926	67577	13	market	50.09	4	2022-03-13	FL	3-Day	management
I	2025-03-29 18:06:59.593929	90873	20	bit	42.6	3	2021-01-08	FL	Standard	others
I	2025-03-29 18:06:59.593933	67376	70	market	91.08	3	2021-08-26	CA	Overnight	search
I	2025-03-29 18:06:59.593936	28440	47	marketing	11.43	4	2021-01-08	NY	2-Day	book
I	2025-03-29 18:06:59.593940	68260	21	bit	59.88	5	2021-02-26	PW	3-Day	others
I	2025-03-29 18:06:59.593944	78247	11	language	92.41	5	2024-07-20	PW	2-Day	play
I	2025-03-29 18:06:59.593947	50625	22	bit	86.89	3	2023-08-07	CA	Overnight	book
I	2025-03-29 18:06:59.593951	39681	69	bit	81.32	2	2021-01-08	TX	Standard	trouble
I	2025-03-29 18:06:59.593954	57120	77	degree	17.55	1	2024-12-03	VI	2-Day	book
I	2025-03-29 18:06:59.593958	81411	82	marketing	63.87	5	2021-10-08	SC	3-Day	others
I	2025-03-29 18:06:59.593962	40528	36	bit	23.23	1	2021-12-11	CA	Overnight	trouble
I	2025-03-29 18:06:59.593965	17510	72	school	57.65	3	2023-01-28	SC	Standard	others
I	2025-03-29 18:06:59.593969	49583	40	marketing	18.15	2	2023-10-28	TX	Standard	others
I	2025-03-29 18:06:59.593973	44137	94	degree	61.15	4	2022-12-29	TX	Standard	management
I	2025-03-29 18:06:59.593976	23219	17	degree	72.2	3	2022-06-07	PW	2-Day	trouble
I	2025-03-29 18:06:59.593980	60592	61	language	49.53	4	2021-07-01	PW	Standard	trouble
I	2025-03-29 18:06:59.593983	29356	26	bit	83.39	3	2022-04-14	FL	3-Day	play
I	2025-03-29 18:06:59.593987	41098	43	language	31.58	5	2023-12-11	CT	Overnight	trouble
I	2025-03-29 18:06:59.593991	50820	44	marketing	46.1	3	2024-09-14	CA	3-Day	search
I	2025-03-29 18:06:59.593994	65486	29	degree	68.58	3	2022-12-09	NY	Standard	book
I	2025-03-29 18:06:59.593998	83119	73	marketing	13.61	3	2024-01-18	SC	2-Day	trouble
I	2025-03-29 18:06:59.594001	91151	77	marketing	85.31	2	2023-09-12	CA	2-Day	book
I	2025-03-29 18:06:59.594005	92660	38	degree	16.96	1	2023-09-11	FL	2-Day	search
I	2025-03-29 18:06:59.594009	29447	26	market	45.23	4	2021-04-25	VI	Overnight	play
I	2025-03-29 18:06:59.594013	92157	67	language	43.52	5	2021-02-13	CA	Overnight	management
I	2025-03-29 18:06:59.594016	10304	75	degree	42.08	5	2023-05-09	VI	Overnight	search
I	2025-03-29 18:06:59.594020	30297	19	market	75.05	3	2022-05-04	NY	Standard	trouble
I	2025-03-29 18:06:59.594023	47115	74	language	24.58	4	2022-05-14	VI	3-Day	others
I	2025-03-29 18:06:59.594027	18505	82	school	67.76	3	2023-11-27	FL	3-Day	play
I	2025-03-29 18:06:59.594031	40587	54	bit	94.98	5	2023-10-21	TX	Overnight	trouble
I	2025-03-29 18:06:59.594034	49948	51	school	55.66	3	2022-03-14	TX	2-Day	book
I	2025-03-29 18:06:59.594038	10439	87	bit	31.86	3	2024-02-16	CA	Standard	search
I	2025-03-29 18:06:59.594041	35684	47	marketing	65.38	3	2024-12-09	CA	Standard	play
I	2025-03-29 18:06:59.594045	64582	84	marketing	24.38	1	2021-08-01	NY	2-Day	book
I	2025-03-29 18:06:59.594049	18967	26	market	75.28	3	2024-10-06	CT	Overnight	others
I	2025-03-29 18:06:59.594053	33094	44	language	59.94	3	2024-07-29	VI	3-Day	others
I	2025-03-29 18:06:59.594056	13277	70	marketing	56.93	3	2024-12-23	CA	2-Day	play
I	2025-03-29 18:06:59.594060	88352	39	marketing	42.94	3	2021-01-21	CA	Standard	search
I	2025-03-29 18:06:59.594064	87602	49	market	55.83	1	2024-08-22	SC	2-Day	play
I	2025-03-29 18:06:59.594067	12021	93	school	33.22	1	2024-01-29	FL	3-Day	management
I	2025-03-29 18:06:59.594071	28750	62	language	39.91	2	2021-10-02	PW	3-Day	others
I	2025-03-29 18:06:59.594075	33403	23	market	13.53	3	2024-07-20	CA	Standard	book
I	2025-03-29 18:06:59.594078	79684	52	school	92.98	3	2024-07-04	SC	3-Day	others
I	2025-03-29 18:06:59.594082	44201	11	degree	97.0	3	2023-03-05	PW	Overnight	search
I	2025-03-29 18:06:59.594085	77701	96	school	45.82	3	2024-04-17	PW	Standard	management
I	2025-03-29 18:06:59.594089	78162	23	school	64.91	1	2022-12-09	NY	Standard	others
I	2025-03-29 18:06:59.594093	63019	42	marketing	87.31	4	2024-02-19	FL	Overnight	search
I	2025-03-29 18:06:59.594096	28115	99	marketing	84.32	3	2024-11-18	VI	Standard	book
I	2025-03-29 18:06:59.594100	89394	78	school	90.73	1	2024-02-23	SC	Overnight	play
I	2025-03-29 18:06:59.594103	70703	30	degree	45.45	4	2024-05-05	SC	Overnight	management
I	2025-03-29 18:06:59.594107	47091	18	bit	96.7	2	2024-03-17	FL	Standard	book
I	2025-03-29 18:06:59.594111	30524	36	market	52.67	1	2021-01-23	PW	Standard	play
I	2025-03-29 18:06:59.594114	96745	40	bit	94.5	5	2022-05-10	CA	3-Day	search
I	2025-03-29 18:06:59.594118	20909	32	language	73.84	3	2023-03-03	NY	2-Day	play
I	2025-03-29 18:06:59.594122	47270	76	degree	86.31	3	2022-11-13	FL	3-Day	play
I	2025-03-29 18:06:59.594125	48291	75	degree	99.92	4	2022-11-01	PW	Standard	trouble
I	2025-03-29 18:06:59.594129	12538	27	degree	19.62	1	2022-07-17	NY	Standard	search
