Op	replicadmstimestamp	invoiceid	itemid	category	price	quantity	orderdate	destinationstate	shippingtype	referral
I	2025-03-29 18:06:59.592392	48773	53	bit	30.55	1	2022-04-23	NY	Overnight	play
I	2025-03-29 18:06:59.592396	88927	12	market	99.9	2	2022-04-21	CA	Standard	play
I	2025-03-29 18:06:59.592399	29914	28	bit	77.13	3	2023-12-15	SC	Standard	management
I	2025-03-29 18:06:59.592403	47271	89	market	62.02	1	2022-03-22	SC	2-Day	others
I	2025-03-29 18:06:59.592407	85176	85	marketing	70.93	2	2024-01-10	CT	3-Day	management
I	2025-03-29 18:06:59.592410	51060	67	language	28.67	3	2022-01-17	CA	3-Day	play
I	2025-03-29 18:06:59.592414	83425	39	marketing	95.51	1	2022-12-12	SC	Standard	management
I	2025-03-29 18:06:59.592417	78124	39	marketing	23.58	3	2021-03-30	VI	Standard	play
I	2025-03-29 18:06:59.592421	19124	79	school	62.03	3	2024-03-30	SC	2-Day	others
I	2025-03-29 18:06:59.592425	40746	77	school	64.79	1	2022-04-29	SC	2-Day	play
I	2025-03-29 18:06:59.592428	85667	14	bit	93.98	5	2024-01-23	SC	2-Day	play
I	2025-03-29 18:06:59.592432	73631	68	language	97.03	5	2024-04-02	PW	Standard	others
I	2025-03-29 18:06:59.592436	77406	25	degree	87.77	2	2023-11-12	NY	Overnight	trouble
I	2025-03-29 18:06:59.592439	72154	61	language	41.81	3	2024-09-28	FL	3-Day	trouble
I	2025-03-29 18:06:59.592443	75325	45	bit	96.01	1	2024-06-17	FL	2-Day	play
I	2025-03-29 18:06:59.592446	34144	23	market	50.83	1	2021-01-04	PW	Standard	others
I	2025-03-29 18:06:59.592450	71022	75	language	37.22	2	2023-06-07	SC	Standard	trouble
I	2025-03-29 18:06:59.592453	99550	91	degree	82.63	3	2022-05-10	FL	3-Day	management
I	2025-03-29 18:06:59.592457	44586	95	language	40.78	1	2024-11-01	VI	3-Day	search
I	2025-03-29 18:06:59.592461	83283	90	language	23.96	3	2022-01-15	FL	Overnight	search
I	2025-03-29 18:06:59.592464	59384	69	bit	56.14	4	2024-06-06	FL	Overnight	trouble
I	2025-03-29 18:06:59.592468	17146	67	market	33.05	3	2023-12-13	CT	Standard	play
I	2025-03-29 18:06:59.592472	31376	73	school	95.77	4	2021-04-20	CA	Standard	management
I	2025-03-29 18:06:59.592475	71284	15	marketing	80.11	3	2021-09-17	FL	Overnight	management
I	2025-03-29 18:06:59.592479	93236	50	market	66.19	1	2024-09-16	VI	3-Day	book
I	2025-03-29 18:06:59.592482	86160	93	school	14.61	2	2022-11-08	CT	2-Day	trouble
I	2025-03-29 18:06:59.592486	66247	26	school	47.26	1	2024-10-30	TX	2-Day	search
I	2025-03-29 18:06:59.592489	20218	67	market	58.28	1	2023-03-17	SC	Overnight	book
I	2025-03-29 18:06:59.592493	57440	47	school	96.38	4	2024-12-14	CA	Standard	others
I	2025-03-29 18:06:59.592496	27241	94	school	57.38	2	2021-02-01	CA	Overnight	others
I	2025-03-29 18:06:59.592500	50363	70	marketing	31.82	3	2022-11-13	TX	3-Day	trouble
I	2025-03-29 18:06:59.592504	64153	72	market	67.09	4	2024-09-22	VI	3-Day	management
I	2025-03-29 18:06:59.592508	14254	64	degree	96.4	2	2021-09-14	CA	Standard	book
I	2025-03-29 18:06:59.592511	72863	14	bit	17.3	1	2023-12-28	SC	Standard	book
I	2025-03-29 18:06:59.592515	88775	76	market	89.32	5	2023-01-13	TX	2-Day	trouble
I	2025-03-29 18:06:59.592518	70056	33	bit	83.02	5	2023-12-10	PW	Standard	others
I	2025-03-29 18:06:59.592522	61916	80	language	19.75	5	2024-07-03	FL	Standard	management
I	2025-03-29 18:06:59.592526	43015	52	marketing	80.12	3	2021-02-21	SC	2-Day	trouble
I	2025-03-29 18:06:59.592529	74144	60	market	27.35	5	2024-04-03	FL	2-Day	trouble
I	2025-03-29 18:06:59.592533	30713	53	school	99.36	1	2021-02-26	TX	Overnight	management
I	2025-03-29 18:06:59.592536	57705	60	language	72.23	3	2022-07-15	VI	Overnight	others
I	2025-03-29 18:06:59.592540	46914	57	bit	60.39	4	2021-09-19	NY	Overnight	management
I	2025-03-29 18:06:59.592544	58952	11	language	24.87	5	2024-04-04	TX	3-Day	search
I	2025-03-29 18:06:59.592548	25743	33	degree	50.79	1	2022-08-26	FL	3-Day	management
I	2025-03-29 18:06:59.592551	53932	48	school	12.32	1	2024-07-23	NY	2-Day	management
I	2025-03-29 18:06:59.592555	89217	76	language	36.01	4	2022-10-05	PW	3-Day	management
I	2025-03-29 18:06:59.592559	14886	16	bit	36.75	4	2022-07-28	TX	3-Day	search
I	2025-03-29 18:06:59.592562	10482	67	degree	16.35	2	2023-02-11	NY	Overnight	management
I	2025-03-29 18:06:59.592566	48208	78	school	19.48	4	2023-01-14	CA	2-Day	play
I	2025-03-29 18:06:59.592570	56459	51	language	45.81	5	2023-04-12	PW	2-Day	trouble
I	2025-03-29 18:06:59.592573	55896	20	school	26.36	2	2022-07-01	SC	3-Day	book
I	2025-03-29 18:06:59.592577	19967	26	language	13.5	5	2024-10-28	SC	2-Day	management
I	2025-03-29 18:06:59.592581	59262	29	marketing	97.85	1	2022-11-18	FL	2-Day	book
I	2025-03-29 18:06:59.592584	87878	88	degree	77.34	3	2023-02-13	PW	Standard	search
I	2025-03-29 18:06:59.592588	95384	89	market	97.33	3	2022-07-11	CT	3-Day	trouble
I	2025-03-29 18:06:59.592592	10953	83	market	83.05	3	2023-08-21	PW	Standard	search
I	2025-03-29 18:06:59.592595	37293	32	marketing	71.49	1	2022-04-28	VI	2-Day	management
I	2025-03-29 18:06:59.592599	98033	45	marketing	44.76	2	2021-03-14	PW	2-Day	management
I	2025-03-29 18:06:59.592603	97711	40	bit	28.99	5	2024-11-27	CA	Standard	trouble
I	2025-03-29 18:06:59.592607	63986	84	degree	14.38	3	2021-10-18	NY	3-Day	play
I	2025-03-29 18:06:59.592610	28493	27	bit	73.78	2	2021-12-17	TX	2-Day	book
I	2025-03-29 18:06:59.592614	70092	99	bit	24.57	3	2021-05-13	SC	Standard	management
I	2025-03-29 18:06:59.592617	80609	85	language	79.47	4	2021-02-07	FL	2-Day	management
I	2025-03-29 18:06:59.592621	15226	84	language	93.49	5	2024-02-02	TX	2-Day	management
I	2025-03-29 18:06:59.592625	78332	82	bit	21.87	4	2021-05-04	PW	2-Day	trouble
