Op	replicadmstimestamp	invoiceid	itemid	category	price	quantity	orderdate	destinationstate	shippingtype	referral
I	2025-03-29 18:06:59.584361	49211	88	degree	69.74	1	2022-12-27	VI	3-Day	management
I	2025-03-29 18:06:59.584365	53248	95	language	40.39	1	2023-02-23	TX	3-Day	book
I	2025-03-29 18:06:59.584369	54022	38	degree	25.73	4	2021-03-05	TX	Standard	play
I	2025-03-29 18:06:59.584373	11862	82	bit	71.24	2	2024-11-09	TX	Standard	others
I	2025-03-29 18:06:59.584376	53306	11	language	72.66	5	2021-09-20	VI	3-Day	trouble
I	2025-03-29 18:06:59.584380	32503	41	bit	62.15	2	2022-06-04	SC	3-Day	book
I	2025-03-29 18:06:59.584384	96171	47	school	82.23	4	2023-08-28	CA	3-Day	others
I	2025-03-29 18:06:59.584388	87386	60	market	33.16	1	2023-06-21	FL	3-Day	book
I	2025-03-29 18:06:59.584392	11798	16	marketing	84.59	3	2023-11-19	SC	Standard	book
I	2025-03-29 18:06:59.584396	12494	47	school	62.28	4	2024-10-04	SC	Overnight	play
I	2025-03-29 18:06:59.584399	18973	53	marketing	49.1	5	2023-08-13	FL	2-Day	management
I	2025-03-29 18:06:59.584403	31378	98	degree	51.78	4	2022-09-07	VI	Overnight	book
I	2025-03-29 18:06:59.584407	71752	49	school	16.25	5	2024-12-02	PW	Standard	management
I	2025-03-29 18:06:59.584410	84756	18	language	10.5	4	2021-06-02	TX	2-Day	play
I	2025-03-29 18:06:59.584414	21930	91	bit	35.88	3	2023-03-07	SC	Standard	book
I	2025-03-29 18:06:59.584418	77500	77	degree	60.63	3	2024-03-31	CT	2-Day	management
I	2025-03-29 18:06:59.584421	21724	12	marketing	26.29	4	2024-02-25	CA	Standard	management
I	2025-03-29 18:06:59.584425	99088	45	degree	40.12	2	2024-01-25	TX	Overnight	play
I	2025-03-29 18:06:59.584429	69358	16	marketing	85.14	5	2024-03-31	CA	2-Day	search
I	2025-03-29 18:06:59.584433	44020	13	market	39.73	3	2021-01-22	SC	Standard	book
I	2025-03-29 18:06:59.584436	70012	30	school	41.53	5	2023-07-15	TX	Overnight	search
I	2025-03-29 18:06:59.584440	68391	56	bit	59.33	1	2021-03-16	PW	2-Day	trouble
I	2025-03-29 18:06:59.584443	15489	20	language	40.41	1	2024-11-16	CT	Overnight	trouble
I	2025-03-29 18:06:59.584447	38034	26	language	95.3	5	2024-01-18	VI	Overnight	search
I	2025-03-29 18:06:59.584451	69089	48	marketing	76.03	2	2021-04-29	FL	2-Day	search
I	2025-03-29 18:06:59.584454	18287	75	marketing	28.45	3	2022-05-21	PW	2-Day	others
I	2025-03-29 18:06:59.584458	56681	81	marketing	43.41	3	2023-12-15	CT	3-Day	others
I	2025-03-29 18:06:59.584462	88231	94	bit	19.36	1	2024-09-16	TX	3-Day	book
I	2025-03-29 18:06:59.584466	54587	55	degree	72.54	2	2023-04-18	FL	Overnight	play
I	2025-03-29 18:06:59.584470	21286	32	marketing	85.5	3	2023-04-28	VI	2-Day	others
I	2025-03-29 18:06:59.584474	49530	22	degree	59.5	1	2022-10-18	VI	2-Day	management
I	2025-03-29 18:06:59.584477	83190	13	degree	19.14	5	2023-06-27	FL	3-Day	play
I	2025-03-29 18:06:59.584481	64279	41	language	32.5	5	2023-08-14	NY	Standard	management
I	2025-03-29 18:06:59.584485	46007	51	language	94.92	3	2023-01-29	SC	Overnight	book
I	2025-03-29 18:06:59.584488	86156	79	bit	94.41	5	2024-06-25	TX	2-Day	book
I	2025-03-29 18:06:59.584492	98273	98	school	28.22	4	2023-06-30	FL	2-Day	others
I	2025-03-29 18:06:59.584496	71922	41	marketing	49.78	2	2023-08-23	SC	3-Day	trouble
I	2025-03-29 18:06:59.584499	12542	42	bit	87.16	5	2024-09-18	PW	3-Day	book
I	2025-03-29 18:06:59.584503	17492	69	marketing	48.54	2	2023-12-07	CA	3-Day	book
I	2025-03-29 18:06:59.584507	76408	68	school	71.16	5	2024-12-07	SC	2-Day	management
I	2025-03-29 18:06:59.584510	51553	84	market	84.16	2	2023-10-25	TX	2-Day	trouble
I	2025-03-29 18:06:59.584514	67085	80	bit	10.04	3	2022-09-24	TX	Standard	book
I	2025-03-29 18:06:59.584518	66829	66	degree	28.17	5	2021-11-28	NY	Overnight	others
I	2025-03-29 18:06:59.584521	51445	79	school	94.83	4	2024-06-11	CT	Standard	search
I	2025-03-29 18:06:59.584525	59998	90	marketing	16.74	5	2024-08-14	VI	2-Day	others
I	2025-03-29 18:06:59.584529	30127	98	school	36.1	1	2023-08-22	VI	2-Day	management
I	2025-03-29 18:06:59.584532	67211	92	school	49.45	4	2021-02-04	FL	Standard	search
I	2025-03-29 18:06:59.584536	86587	62	market	89.47	1	2023-02-21	SC	Standard	management
I	2025-03-29 18:06:59.584539	23628	69	bit	82.68	3	2023-09-06	VI	2-Day	book
I	2025-03-29 18:06:59.584543	11692	92	language	33.6	5	2022-05-19	CT	Standard	management
I	2025-03-29 18:06:59.584547	20198	24	marketing	61.27	3	2024-07-19	SC	2-Day	others
I	2025-03-29 18:06:59.584551	14871	33	market	79.79	5	2021-07-23	CT	Overnight	search
I	2025-03-29 18:06:59.584555	16293	59	bit	24.11	2	2024-11-04	VI	Standard	play
I	2025-03-29 18:06:59.584559	46819	92	school	52.58	1	2021-08-23	VI	2-Day	others
I	2025-03-29 18:06:59.584563	26201	47	degree	11.22	4	2022-01-18	SC	2-Day	trouble
I	2025-03-29 18:06:59.584566	26477	87	marketing	69.31	1	2024-06-02	FL	2-Day	play
I	2025-03-29 18:06:59.584570	42987	59	school	69.2	5	2024-01-11	TX	Overnight	book
I	2025-03-29 18:06:59.584573	46588	60	market	97.47	4	2021-08-29	PW	Overnight	play
I	2025-03-29 18:06:59.584577	77697	97	school	12.15	2	2021-10-25	FL	Overnight	others
I	2025-03-29 18:06:59.584581	99366	29	bit	10.32	3	2021-04-30	PW	Overnight	management
I	2025-03-29 18:06:59.584586	83337	53	language	51.1	4	2023-06-27	CT	3-Day	book
I	2025-03-29 18:06:59.584589	55147	60	market	14.89	2	2022-02-09	VI	2-Day	play
I	2025-03-29 18:06:59.584593	63146	67	language	21.68	3	2022-12-27	TX	3-Day	book
I	2025-03-29 18:06:59.584597	85758	89	school	35.41	4	2022-10-29	CA	Standard	others
I	2025-03-29 18:06:59.584600	30171	32	marketing	83.3	3	2021-03-30	FL	Overnight	others
I	2025-03-29 18:06:59.584604	62601	12	school	34.82	2	2024-04-20	FL	3-Day	play
I	2025-03-29 18:06:59.584608	19277	90	market	81.71	5	2022-11-20	NY	2-Day	book
I	2025-03-29 18:06:59.584611	91151	83	marketing	32.2	1	2021-06-02	PW	Overnight	management
I	2025-03-29 18:06:59.584615	28468	50	language	64.85	1	2021-02-21	PW	Overnight	trouble
I	2025-03-29 18:06:59.584619	11864	16	school	17.36	4	2022-07-29	FL	Overnight	others
I	2025-03-29 18:06:59.584622	50999	43	market	80.38	2	2021-12-26	PW	2-Day	trouble
I	2025-03-29 18:06:59.584626	83455	78	bit	36.0	2	2024-01-14	TX	Overnight	search
I	2025-03-29 18:06:59.584630	75043	91	school	95.65	3	2023-02-24	TX	2-Day	search
I	2025-03-29 18:06:59.584633	45746	30	market	43.1	1	2021-08-27	NY	2-Day	search
I	2025-03-29 18:06:59.584637	48333	42	language	94.64	1	2022-05-22	FL	3-Day	trouble
