Op	replicadmstimestamp	invoiceid	itemid	category	price	quantity	orderdate	destinationstate	shippingtype	referral
I	2025-03-29 18:06:59.589308	44553	48	marketing	64.64	3	2024-07-05	TX	3-Day	trouble
I	2025-03-29 18:06:59.589311	76646	85	market	97.27	5	2023-11-20	NY	3-Day	book
I	2025-03-29 18:06:59.589315	86303	69	marketing	19.69	4	2022-12-21	VI	3-Day	others
I	2025-03-29 18:06:59.589319	42358	35	language	13.37	3	2022-01-19	FL	3-Day	others
I	2025-03-29 18:06:59.589323	30036	22	marketing	36.85	2	2022-08-30	FL	Overnight	search
I	2025-03-29 18:06:59.589327	81840	93	language	65.92	3	2023-12-09	PW	Standard	others
I	2025-03-29 18:06:59.589330	21891	56	degree	26.92	4	2022-01-29	CA	3-Day	trouble
I	2025-03-29 18:06:59.589334	29186	93	bit	44.63	1	2023-08-27	SC	3-Day	play
I	2025-03-29 18:06:59.589338	45795	18	school	55.47	5	2021-01-05	FL	3-Day	trouble
I	2025-03-29 18:06:59.589341	19160	11	marketing	21.75	4	2024-04-23	TX	3-Day	play
I	2025-03-29 18:06:59.589345	80490	66	school	68.62	4	2024-12-14	NY	Overnight	play
I	2025-03-29 18:06:59.589349	92318	74	degree	62.66	1	2024-09-16	PW	Standard	book
I	2025-03-29 18:06:59.589352	89956	60	marketing	58.08	4	2021-12-01	TX	Standard	management
I	2025-03-29 18:06:59.589356	80094	28	market	15.21	4	2022-01-23	CT	Standard	others
I	2025-03-29 18:06:59.589359	77950	55	market	44.03	3	2022-06-26	PW	3-Day	book
I	2025-03-29 18:06:59.589363	29196	89	marketing	71.44	1	2023-10-11	CA	3-Day	others
I	2025-03-29 18:06:59.589366	81453	32	degree	16.28	4	2021-12-05	PW	3-Day	book
I	2025-03-29 18:06:59.589370	81698	53	market	90.1	3	2022-05-01	FL	Overnight	search
I	2025-03-29 18:06:59.589373	89591	35	language	31.56	2	2021-09-10	VI	3-Day	others
I	2025-03-29 18:06:59.589377	69918	54	bit	62.22	5	2023-07-29	CA	Standard	book
I	2025-03-29 18:06:59.589381	94460	21	degree	81.82	3	2023-03-16	CT	2-Day	trouble
I	2025-03-29 18:06:59.589384	78197	58	school	29.34	1	2024-02-20	NY	3-Day	trouble
I	2025-03-29 18:06:59.589388	66767	72	degree	92.17	5	2022-12-10	CA	Standard	search
I	2025-03-29 18:06:59.589391	39706	53	bit	98.62	5	2021-04-15	FL	Standard	book
I	2025-03-29 18:06:59.589395	48958	35	marketing	83.81	1	2022-05-13	TX	Overnight	trouble
I	2025-03-29 18:06:59.589398	27722	38	school	68.74	5	2022-05-16	CT	Standard	book
I	2025-03-29 18:06:59.589402	46613	25	bit	20.51	3	2023-09-03	CT	3-Day	trouble
I	2025-03-29 18:06:59.589405	68465	13	bit	91.59	5	2024-10-20	CT	2-Day	search
I	2025-03-29 18:06:59.589409	10709	59	market	14.43	4	2023-08-08	PW	Standard	others
I	2025-03-29 18:06:59.589413	82394	81	marketing	76.96	4	2024-11-18	SC	Overnight	management
I	2025-03-29 18:06:59.589416	53785	96	language	34.24	1	2021-01-13	TX	Overnight	book
I	2025-03-29 18:06:59.589420	92118	78	school	60.13	3	2022-12-11	PW	Standard	search
I	2025-03-29 18:06:59.589423	74639	11	marketing	21.84	5	2024-01-06	NY	2-Day	trouble
I	2025-03-29 18:06:59.589427	72051	11	bit	69.28	3	2022-09-17	VI	Standard	management
I	2025-03-29 18:06:59.589430	79805	86	market	13.07	4	2021-10-05	NY	Standard	search
I	2025-03-29 18:06:59.589434	16774	38	language	97.4	2	2024-09-22	TX	2-Day	trouble
I	2025-03-29 18:06:59.589438	90688	29	marketing	66.85	4	2023-10-20	FL	2-Day	book
I	2025-03-29 18:06:59.589442	83060	31	degree	50.1	1	2023-03-02	SC	3-Day	trouble
I	2025-03-29 18:06:59.589445	60809	38	marketing	55.4	2	2022-01-05	CA	Standard	others
I	2025-03-29 18:06:59.589449	51922	74	bit	45.62	4	2022-08-09	VI	3-Day	book
I	2025-03-29 18:06:59.589452	42055	24	marketing	87.58	1	2023-06-04	SC	2-Day	management
I	2025-03-29 18:06:59.589456	83718	61	market	85.67	1	2024-10-07	TX	Overnight	book
I	2025-03-29 18:06:59.589459	43463	96	market	58.85	5	2021-05-21	FL	2-Day	play
I	2025-03-29 18:06:59.589463	51155	94	market	43.8	5	2021-03-31	NY	3-Day	trouble
I	2025-03-29 18:06:59.589467	38362	49	marketing	66.58	5	2021-05-23	FL	2-Day	trouble
I	2025-03-29 18:06:59.589470	65925	73	language	13.96	1	2024-07-01	NY	Overnight	others
I	2025-03-29 18:06:59.589474	60701	28	degree	39.73	3	2021-05-05	TX	2-Day	search
I	2025-03-29 18:06:59.589478	26176	15	school	45.62	3	2024-03-22	CA	Standard	management
I	2025-03-29 18:06:59.589482	94947	86	marketing	93.65	3	2024-01-06	CA	3-Day	play
I	2025-03-29 18:06:59.589485	27733	16	marketing	40.63	2	2021-12-26	TX	3-Day	others
I	2025-03-29 18:06:59.589489	73522	28	language	73.31	3	2023-05-13	TX	3-Day	management
I	2025-03-29 18:06:59.589492	69151	46	degree	87.03	5	2024-05-28	FL	Overnight	book
I	2025-03-29 18:06:59.589496	43543	45	marketing	72.18	2	2021-01-10	SC	Overnight	play
I	2025-03-29 18:06:59.589499	60864	17	market	19.82	1	2021-11-12	TX	3-Day	trouble
I	2025-03-29 18:06:59.589503	74795	25	language	38.89	5	2023-05-12	CA	3-Day	trouble
I	2025-03-29 18:06:59.589507	88963	98	bit	35.9	1	2022-12-02	PW	2-Day	trouble
I	2025-03-29 18:06:59.589511	50015	66	bit	72.85	5	2024-06-23	VI	2-Day	trouble
I	2025-03-29 18:06:59.589514	24431	76	market	51.86	4	2022-05-06	TX	3-Day	trouble
I	2025-03-29 18:06:59.589518	42546	54	bit	86.06	5	2024-07-14	TX	Overnight	play
I	2025-03-29 18:06:59.589522	93431	34	language	95.88	4	2022-10-29	NY	Overnight	book
I	2025-03-29 18:06:59.589525	35671	70	market	60.73	3	2022-08-21	CT	3-Day	book
I	2025-03-29 18:06:59.589529	70583	85	language	75.38	3	2024-11-18	NY	Overnight	play
I	2025-03-29 18:06:59.589532	97385	58	marketing	42.7	4	2021-06-24	CT	Standard	search
I	2025-03-29 18:06:59.589536	45435	24	language	58.47	2	2023-03-08	PW	Standard	book
I	2025-03-29 18:06:59.589540	23792	50	bit	20.01	4	2022-01-01	NY	2-Day	play
I	2025-03-29 18:06:59.589544	13201	54	market	19.08	4	2023-11-20	TX	3-Day	management
I	2025-03-29 18:06:59.589547	68494	84	school	14.75	2	2022-11-19	SC	2-Day	trouble
I	2025-03-29 18:06:59.589551	39310	72	marketing	76.75	4	2024-12-30	FL	2-Day	management
I	2025-03-29 18:06:59.589554	73246	74	marketing	15.6	1	2021-12-06	PW	3-Day	book
I	2025-03-29 18:06:59.589558	53920	38	school	66.29	5	2023-09-23	FL	Standard	others
I	2025-03-29 18:06:59.589561	84853	46	language	40.2	1	2022-07-17	CT	2-Day	trouble
I	2025-03-29 18:06:59.589565	61058	65	market	83.6	5	2023-04-06	PW	Standard	book
I	2025-03-29 18:06:59.589569	61888	15	school	20.64	3	2024-09-21	CA	Overnight	play
I	2025-03-29 18:06:59.589572	25908	25	bit	43.47	4	2023-07-28	CT	3-Day	trouble
I	2025-03-29 18:06:59.589576	38790	35	language	46.85	3	2021-10-17	CA	2-Day	management
I	2025-03-29 18:06:59.589580	64796	88	marketing	79.05	1	2023-01-31	PW	Overnight	trouble
I	2025-03-29 18:06:59.589584	27612	82	language	25.88	1	2022-03-11	CT	2-Day	search
I	2025-03-29 18:06:59.589587	96454	43	language	59.11	2	2022-06-03	CA	3-Day	play
I	2025-03-29 18:06:59.589592	19294	39	marketing	22.31	4	2021-08-28	PW	Overnight	others
